product_id,title,description,product_type,alias,mrp,price_display_amount,discount_percentage,product_tags,product_collections,shopify_cdn_url,local_path
15232,Odina|Trucotton Bomber Jacket With Rib Collar,"A refined layering piece featuring delicate rose embroidery and a ribbed collar for a modern touch. Designed with long cuffed sleeves, front pockets, and a zip closure. Crafted from sustainable cotton for a structured yet comfortable fit.",Jacket,virgio,3190,3190,0.0,"Colour:Off White, Fabric:Cotton, Gender:Women, GID_VWWJK24345017, GroupID:VWWJK24345017, Print:Embellished, StyleID:VWWJK2434501701","ALL COLLECTIONS, Casual Essentials, Chasing Butterflies, Cotton Collection, Date Ready, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Jackets, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Natural Fabrics, Pink Snow, Rock & Ros̩, The Bloom Collective, The Galentines Brunch, White Bloom",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB4_d909e686-4ea7-494d-b7b8-2c59d60ecc90_1600x.jpg?v=1739271159,D:\flickd\data_preprocessing\catalog_images.csv\15232.jpg
15234,Yolanda|Rescued Polyester Waist Pleated Polka Dress,"Black polka-dot mini dress with a cinched pleated waist, a V-neckline, puff sleeves, and a fit-and-flare silhouette. Finished with a concealed zip closure, it is crafted from rescued polyester for a structured yet sustainable look.",Dress,virgio,4390,3075,29.95,"Colour:Black, Fabric:Recycled Polyster, Gender:Women, GID_VWWDR24348989, GroupID:VWWDR24348989, Print:Floral, StyleID:VWWDR2434898903","ALL COLLECTIONS, Crimson Night, Date Ready, Dresses, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Midnight Sapphire, The Knotted Affair",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0185_2_1600x.jpg?v=1734091114,D:\flickd\data_preprocessing\catalog_images.csv\15234.jpg
15236,Reyna |Cotton Polka Crop Blazer,"Our Black And White Polka Short Blazer Is A Chic Style. The Blazer Features Full Sleeves. Crafted From A Cotton-Satin Blend, The Blazer Is Also Sustainable And Biodegradable",Jacket,virgio,2390,2390,0.0,"Colour:Black, Fabric:Cotton, Gender:Women, GID_VWWJK24300343, GroupID:VWWJK24300343, Print:Printed, StyleID:VWWJK2430034302","ALL COLLECTIONS, Best Selling, Casual Essentials, Cotton Collection, Crimson Night, Date Ready, Demure Fall, Earth-friendly Fabrics, Festive Essentials, Flash Sale, Gingham Grace x Polka, Inventory, Jackets, Just In!, Kalki Koechlin | Shop The Look, Kinnari's Top Favourite, Kinnari's wardrobe, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Natural Fabrics, Posh + Smocking, Posh in Polka x Linen, Santa's Chic List, Snug Season, The Boyfriend's Hoodie, The Knotted Affair, Vintage Bloom x Linen",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13th_NOV_2024_Virgio-0961_1600x.jpg?v=1733496904,D:\flickd\data_preprocessing\catalog_images.csv\15236.jpg
15238,Ruhi|Dress With Gather Details,"Brown midi dress with gather details. Short, puff sleeves. Fit and flare silhouette, and features pockets. Crafted from 100% cotton, the dress is sustainable and eco-friendly",Dress,virgio,2390,2390,0.0,"Colour:Brown, Fabric:Cotton, Gender:Women, GID_VWWDR24302065, GroupId:VWWDR24372065, Print:Solid, StyleID:VWWDR2437206501","ALL COLLECTIONS, All Dresses, Autumn Pop, Azure Isles, Brunch Ready, Casual Essentials, Cotton Collection, Denim & Beyond, Dresses, Dresses veronica, Dresses with Pockets, Earth-friendly Fabrics, Eco Blue Dresses For Women, Fit and Flare Dress, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Midi Dresses, Mocha Mousse, Modern Muse, Natural Fabrics, Organic Cotton Dresses For Women, Pool party dresses, The Apple Closet, The Figure, The Figure 8 Closet, The Hourglass Closet, The Pear Closet, The Rakhi Edit, The Virgio Promise, TOP HOURGLASS, Tru Linen, Unstoppably You!, Vacation Vibe, Vintage Bloom",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1st_oct_virgio-0420_1_1600x.jpg?v=1735196493,D:\flickd\data_preprocessing\catalog_images.csv\15238.jpg
15240,Delphie|Strappy Smocking Denim Dress,"Light blue strappy smocking denim dress. Mini dress. Fit and flare silhouette. Crafted from 100% cotton, the dress is sustainable and eco-friendly",Dress,virgio,1990,1195,39.95,"Colour:Light Blue, Fabric:Denim, Gender:Women, GID_VWWDR24324015, GroupID:VWWDR24324015, Print:Solid, StyleID:VWWDR2432401502","ALL COLLECTIONS, Bleed Blue, Dresses, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Rock & Ros̩, The Denim Drop, Threads of Freedom",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25_nov_virgio1635_512x.jpg?v=1733733841,D:\flickd\data_preprocessing\catalog_images.csv\15240.jpg
15241,Isa|Blue High Waist Jeans,"Blue high waist jeans with visible horn buttons. Wide leg denims that are ankle length. Crafted from 100% cotton, the denims are sustainable and eco-friendly",Trouser,virgio,1990,1795,9.8,"Colour:Blue, Fabric:Denim, Gender:Women, GID_VWWJE24360282, GroupID:VWWJE24360282, Print:Solid, StyleID:VWWJE2436028201","ALL COLLECTIONS, Bottomwear veronica, Denim & Beyond, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Midnight Sapphire, Mystic Blue, Snug Season, The Denim Drop, Threads of Freedom, trousers",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep_10_virgio0081_1600x.jpg?v=1733917532,D:\flickd\data_preprocessing\catalog_images.csv\15241.jpg
15243,Eira|Blue Denim Smocking Dress,"Dark blue strappy smocking denim dress. Mini dress. Fit and flare silhouette. Crafted from 100% cotton, the dress is sustainable and eco-friendly",Dress,virgio,1990,1195,39.95,"Colour:Dark Blue, Fabric:Denim, Gender:Women, GID_VWWDR24324015, GroupID:VWWDR24324015, Print:Solid, StyleID:VWWDR2432401501","ALL COLLECTIONS, Bleed Blue, Dresses, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Rock & Ros̩, The Denim Drop",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25_nov_virgio1444_1600x.jpg?v=1733733950,D:\flickd\data_preprocessing\catalog_images.csv\15243.jpg
15246,Gaia|Blue Wide Leg Denim,"Blue elasticated waist wide leg denims. Featuring a straight fit and hem. Crafted from 100% cotton, the denims are sustainable and eco-friendly",Trouser,virgio,1990,1795,9.8,"Colour:Blue, Fabric:Denim, Gender:Women, GID_VWWJE24360276, GroupID:VWWJE24360276, Print:Solid, StyleID:VWWJE2436027602","ALL COLLECTIONS, Bottom wear, Bottomwear veronica, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Mystic Blue, Snug Season, The Denim Drop, trousers",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25_nov_virgio0006_1_8ed6dd9a-8b25-49ed-950d-7992ab37afda.jpg?v=1739446236&quality=60&width=512,D:\flickd\data_preprocessing\catalog_images.csv\15246.jpg
15247,Dove|Dark Blue Denim Shirt,"Dark blue pleated sleeve denim shirt. Regular fit, with shirt collar. Short sleeves. Crafted from 100% cotton, the shirt is sustainable and eco-friendly",Shirt,virgio,1990,1395,29.9,"Colour:Dark Blue, Fabric:Denim, Gender:Women, GID_VWWSH24360293, GroupID:VWWSH24360293, Print:Solid, StyleID:VWWSH2436029302","ALL COLLECTIONS, Bleed Blue, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Jackets, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Shirts and Blouses, Snug Season, The Boyfriend's Hoodie, The Classic Edit, The Denim Drop, Tops, Topwear, Topwear veronica",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25_nov_virgio1531_1600x.jpg?v=1733992330,D:\flickd\data_preprocessing\catalog_images.csv\15247.jpg
15249,Mae|Dark Blue Wrap Mini Skirt,"Dark blue buttoned wrap up mini skirt. Fitted throughout. Crafted from 100% cotton, the skirt is sustainable and eco-friendly",Skirt,virgio,1590,1435,9.75,"Colour:Dark Blue, Fabric:Denim, Gender:Women, GID_VWWSK24360291, GroupID:VWWSK24360291, Print:Solid, StyleID:VWWSK2436029102","ALL COLLECTIONS, Bleed Blue, Bottomwear veronica, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Skirts | Shorts, The Denim Drop",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25_nov_virgio1503_512x.jpg?v=1738668245,D:\flickd\data_preprocessing\catalog_images.csv\15249.jpg
15250,Zaya|Black High Waist Jeans,"Black high waist jeans with visible horn buttons. Wide leg denims that are ankle length. Crafted from 100% cotton, the denims are sustainable and eco-friendly",Trouser,virgio,1790,1075,39.94,"Colour:Black, Fabric:Denim, Gender:Women, GID_VWWJE24360282, GroupID:VWWJE24360282, Print:Solid, StyleID:VWWJE2436028203","ALL COLLECTIONS, Bottomwear veronica, Crimson Night, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Snug Season, The Denim Drop, trousers",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25_nov_virgio0070_1600x.jpg?v=1737115952,D:\flickd\data_preprocessing\catalog_images.csv\15250.jpg
15252,Noa|Grey Wide Leg Denim,"Grey elasticated waist wide-leg denim. Featuring a straight fit and hem. Crafted from 100% cotton, the denims are sustainable and eco-friendly",Trouser,virgio,1990,1195,39.95,"Colour:Grey, Fabric:Denim, Gender:Women, GID_VWWJE24360276, GroupID:VWWJE24360276, Print:Solid, StyleID:VWWJE2436027601","ALL COLLECTIONS, Bottomwear veronica, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Snug Season, The Denim Drop, trousers",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25_nov_virgio0010_512x.jpg?v=1737115863,D:\flickd\data_preprocessing\catalog_images.csv\15252.jpg
15253,Heather|Drop Shoulder Trucker Jacket,"Light blue drop shoulder trucker jacket. Full sleeves, with shirt collar. Regular fit. Crafted from 100% cotton, the shirt is sustainable and eco-friendly",Shirt,virgio,2590,2590,0.0,"Colour:Light Blue, Fabric:Denim, Gender:Women, GID_VWWJK24324017, GroupID:VWWJK24324017, Print:Solid, StyleID:VWWJK2432401701","ALL COLLECTIONS, Bleed Blue, Denim & Beyond, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Jackets, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Shirts and Blouses, Snug Season, The Boyfriend's Hoodie, The Classic Edit, The Denim Drop, Threads of Freedom",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0002_4.jpg?v=1733742515&quality=60&width=512,D:\flickd\data_preprocessing\catalog_images.csv\15253.jpg
15257,Verity|Light Blue Wrap Mini Skirt,"Light blue buttoned wrap up mini skirt. Fitted throughout. Crafted from 100% cotton, the skirt is sustainable and eco-friendly",Skirt,virgio,1590,1115,29.87,"Colour:Light Blue, Fabric:Denim, Gender:Women, GID_VWWSK24360291, GroupID:VWWSK24360291, Print:Solid, StyleID:VWWSK2436029101","ALL COLLECTIONS, Bleed Blue, Bottomwear veronica, Denim & Beyond, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Rock & Ros̩, Skirts | Shorts, The Denim Drop, Threads of Freedom",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25_nov_virgio1749_d19116df-7af2-4e2b-be7c-e3e849b260c3_1600x.jpg?v=1738668228,D:\flickd\data_preprocessing\catalog_images.csv\15257.jpg
15259,Blue|Denim Pintuck Crop Shirt,"Light blue cropped shirt with pintuck detail. Regular fit, with shirt collar. Featuring short, puff sleeves. Crafted from 100% cotton, the shirt is sustainable and eco-friendly",Shirt,virgio,1790,1615,9.78,"Colour:Blue, Fabric:Denim, Gender:Women, GID_VWWSH24360294, GroupID:VWWSH24360294, Print:Solid, StyleID:VWWSH2436029402","ALL COLLECTIONS, Denim & Beyond, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Mystic Blue, Rock & Ros̩, Shirts and Blouses, The Classic Edit, The Denim Drop, Threads of Freedom, Tops, Topwear, Topwear veronica",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25_nov_virgio1691_1600x.jpg?v=1733730943,D:\flickd\data_preprocessing\catalog_images.csv\15259.jpg
15260,Rio|Dark Blue High Waist Jeans,"Dark blue high waist jeans with visible horn buttons. Wide leg denims that are ankle length. Crafted from 100% cotton, the denims are sustainable and eco-friendly",Trouser,virgio,1990,1195,39.95,"Colour:Dark Blue, Fabric:Denim, Gender:Women, GID_VWWJE24360282, GroupID:VWWJE24360282, Print:Solid, StyleID:VWWJE2436028202","ALL COLLECTIONS, Bleed Blue, Bottomwear veronica, Denim & Beyond, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Snug Season, The Denim Drop, trousers",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25_nov_virgio0016_1_1600x.jpg?v=1737115936,D:\flickd\data_preprocessing\catalog_images.csv\15260.jpg
15262,Sunny|Cotton Panelled Trousers,"Blue panelled straight denim trousers. Features pockets. Made from cotton, the fit is sustainable and eco-friendly",Jeans,virgio,2790,2515,9.86,"Colour:Blue, Fabric:Denim, Gender:Women, GID_VWWJE24314002, GroupID:VWWJE24314002, Print:Solid and Stripes, StyleID:VWWJE2431400201","ALL COLLECTIONS, Bottom wear, Bottomwear veronica, Denim & Beyond, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Mystic Blue, Rock & Ros̩, Snug Season, The Denim Drop, trousers",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25_nov_virgio1848_1600x.jpg?v=1733726785,D:\flickd\data_preprocessing\catalog_images.csv\15262.jpg
15264,Rain|Cotton Denim Fusion Midi Skirt,"Our blue and olive midi skirt features a denim yoke. Regular fit. Made from cotton, the fit is sustainable and eco-friendly",Skirt,virgio,2590,1555,39.96,"Colour:Blue And Olive, Fabric:Denim, Gender:Women, GID_VWWSK24314003, GroupID:VWWSK24314003, Print:Solid, StyleID:VWWSK2431400301","ALL COLLECTIONS, Bottomwear veronica, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Rock & Ros̩, Skirts | Shorts, The Denim Drop, Threads of Freedom",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25_nov_virgio0040_1_512x.jpg?v=1738668295,D:\flickd\data_preprocessing\catalog_images.csv\15264.jpg
15268,Raisha Top|Cotton Smocking Top,"Strapless black smocking top with a fit and flared design. Made from cotton, the top is sustainable and eco-friendly",Top,virgio,1790,1075,39.94,"Colour:Black, Fabric:Cotton, Gender:Women, GID_VWWTO24446107, GroupID:VWWTO24446107, Print:Solid, StyleID:VWWTO2444610701","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Crimson Night, Date Ready, Earth-friendly Fabrics, Flash Sale, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Natural Fabrics, Office To Off-Duty, Party Wear, Santa's Chic List, The Knotted Affair",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-1235_1600x.jpg?v=1733495359,D:\flickd\data_preprocessing\catalog_images.csv\15268.jpg
15270,Esin|Blue Oversized Plaid Shirt,"Blue oversized plaid shirt. Long, cuffed sleeves. Functional pockets with a classic button-down closure. Crafted from 100% cotton, the shacket is sustainable and eco-friendly",Shirt,virgio,1990,1990,0.0,"Colour:Blue, Fabric:Cotton, Gender:Women, GID_VWWSH24454051, GroupID:VWWSH24454051, Print:Checked, StyleID:VWWSH2445405101","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Denim & Beyond, Earth-friendly Fabrics, Flash Sale, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Mystic Blue, Natural Fabrics, Office To Off-Duty, Shirts and Blouses, Snug Season, The Classic Edit, The Denim Drop, The Grid Collective, Threads of Freedom, Tops, Topwear, Topwear veronica",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0030_2_1600x.jpg?v=1733738715,D:\flickd\data_preprocessing\catalog_images.csv\15270.jpg
15272,Ceylan|Cotton Plaid Shacket,"Red plaid shacket. Long, cuffed sleeves. Functional pockets with a classic button-down closure. Crafted from 100% cotton, the shacket is sustainable and eco-friendly",Shirt,virgio,1790,1790,0.0,"Colour:Red, Fabric:Cotton, Gender:Women, GID_VWWSH24454052, GroupID:VWWSH24454052, Print:Checked, StyleID:VWWSH2445405201","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Crimson Night, Denim & Beyond, Earth-friendly Fabrics, Flash Sale, Just In!, Kalki Koechlin | Shop The Look, Kiss & Tell, Lounge Wear, Manushi Chilar's Party Go-To's!, Natural Fabrics, Office To Off-Duty, Red Velvet, Shirts and Blouses, Snug Season, The Classic Edit, The Denim Drop, The Grid Collective, Tops, Topwear, Topwear veronica",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0011_5_1600x.jpg?v=1733738650,D:\flickd\data_preprocessing\catalog_images.csv\15272.jpg
15273,Penelope|Green Cropped Plaid Shacket,"Green cropped plaid shacket. Long, cuffed sleeves. Functional pockets with a classic button-down closure. Crafted from 100% cotton, the shacket is sustainable and eco-friendly",Shirt,virgio,1790,1790,0.0,"Colour:Green, Fabric:Cotton, Gender:Women, GID_VWWSH24454050, GroupID:VWWSH24454050, Print:Checked, StyleID:VWWSH2445405001","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Flash Sale, Green Breeze, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Manushi Chilar's Party Go-To's!, Natural Fabrics, Office To Off-Duty, Shirts and Blouses, Snug Season, The Classic Edit, The Denim Drop, The Grid Collective, Threads of Freedom, Tops, Topwear, Topwear veronica",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25_nov_virgio0003_1600x.jpg?v=1733738497,D:\flickd\data_preprocessing\catalog_images.csv\15273.jpg
15275,Karal |Paneled Fitted Bodice Dress,Blue strappy fit and flare midi dress. Sweetheart neckline. Crafted from cotton the dress is sustainable and eco-friendly,Dress,virgio,2590,2335,9.85,"Colour:Blue, Fabric:Denim, Gender:Women, GID_VWWDR24374069, GroupID:VWWDR24374069, Print:Solid, StyleID:VWWDR2437406901","ALL COLLECTIONS, All Dresses, Denim & Beyond, Dresses, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Mystic Blue, Rock & Ros̩, The Denim Drop, Threads of Freedom",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25_nov_virgio1386_1600x.jpg?v=1733890454,D:\flickd\data_preprocessing\catalog_images.csv\15275.jpg
15277,Charlotte|Trucotton White Pant With Rough Edge,"A contemporary take on classic denim, featuring a high-waisted flared silhouette and a raw-edge hem for effortless movement. Tailored pockets and a structured fit, meticulously crafted from 100% premium cotton.",Trouser,virgio,2590,1555,39.96,"Colour:Off White, Fabric:Cotton, Gender:Women, GID_VWWJE24345008, GroupID:VWWJE24345008, Print:Solid, StyleID:VWWJE2434500802","ALL COLLECTIONS, Bottomwear veronica, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Natural Fabrics, Pink Snow, Rock & Ros̩, Snug Season, trousers, White Bloom",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB4_bae4f8a7-7b0f-4468-a6b4-7465845f0bf6_1600x.jpg?v=1739268643,D:\flickd\data_preprocessing\catalog_images.csv\15277.jpg
15279,RihannaTop|Blue Embroidered Vest,A blue structured sleeveless waistcoat with a V-neckline and intricate rose embroidery. Designed with a fitted bodycon silhouette and a tailored straight hem. Crafted from a premium viscose-linen blend for timeless elegance.,Top,virgio,2390,2155,9.83,"Colour:Blue, Fabric:Viscose, Gender:Women, GID_VWWWC24345015, GroupID:VWWWC24345015, Print:Embellished, StyleID:VWWWC2434501501","ALL COLLECTIONS, Casual Essentials, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Mystic Blue, Natural Fabrics, Rock & Ros̩, Threads of Freedom, Tops, Topwear, Topwear veronica, Viscose Collection",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/Detail_28th_oct_Virgio-0234_1600x.jpg?v=1733131022,D:\flickd\data_preprocessing\catalog_images.csv\15279.jpg
15280,Xena|Linen+Olive Overlap Tie-Up Pant,"A refined take on modern draping, these wrap-around pants feature an elegant knotted overlap detail for an effortlessly sculpted look. Tailored from a premium viscose-linen blend for breathability and durability.",Trouser,virgio,2590,1555,39.96,"Colour:Olive, Fabric:Viscose, Gender:Women, GID_VWWTR24345009, GroupID:VWWTR24345009, Print:Solid, StyleID:VWWTR2434500901","ALL COLLECTIONS, Bottomwear veronica, Casual Essentials, Earth-friendly Fabrics, Fashion factor x VIRGIO, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Mocha Mousse, Natural Fabrics, Rock & Ros̩, Snug Season, trousers, Viscose Collection",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB3_3c27e8e8-9fc6-485b-b23f-0cd9ce8fff49_1600x.jpg?v=1739274194,D:\flickd\data_preprocessing\catalog_images.csv\15280.jpg
15282,Ophelia|Blue Pleated Flared Jeans,"Solid blue front-pleated flared jeans. A sophisticated take on denim, featuring a flattering front-pleated design and a chic fit-and-flare silhouette. Tailored with a straight hem, functional pockets, and a front zipper closure. Crafted from 100% cotton for a breathable, sustainable, and effortlessly stylish fit.",Trouser,virgio,2590,2335,9.85,"Colour:Blue, Fabric:Cotton, Gender:Women, GID_VWWJE24345010, GroupID:VWWJE24345010, Print:Solid, StyleID:VWWJE2434501001","ALL COLLECTIONS, Bottomwear veronica, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Mystic Blue, Natural Fabrics, Rock & Ros̩, trousers",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25_nov_virgio0085_1_1600x.jpg?v=1738671781,D:\flickd\data_preprocessing\catalog_images.csv\15282.jpg
15284,Gemma|Trucotton Pink Pleated Flared Pant,"Soft pink front-pleated flared jeans. A sophisticated take on denim, featuring a flattering front-pleated design and a chic fit-and-flare silhouette. Tailored with a straight hem, functional pockets, and a front zipper closure. Crafted from 100% cotton for a breathable, sustainable, and effortlessly stylish fit.",Trouser,virgio,2590,2590,0.0,"Colour:Pink, Fabric:Cotton, Gender:Women, GID_VWWJE24345010, GroupID:VWWJE24345010, Print:Solid, StyleID:VWWJE2434501002","ALL COLLECTIONS, Bottomwear veronica, Casual Essentials, Chasing Butterflies, Cotton Collection, Date Ready, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Kiss & Tell, Manushi Chilar's Party Go-To's!, Natural Fabrics, Pink Bloom, Pink Snow, Rock & Ros̩, Snug Season, The Bloom Collective, The Galentines Brunch, trousers",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB4_c48dce85-718d-4be3-aafb-825fedf6bfb6.jpg?v=1739345898&quality=60&width=512,D:\flickd\data_preprocessing\catalog_images.csv\15284.jpg
15286,Beatrice|Blue Overlap Wrap Pants,"A sleek reinterpretation of classic tailoring, these wrap-style knotted pants feature a streamlined straight hem and fluid drape. Crafted in a premium viscose-linen blend for refined comfort and longevity.",Trouser,virgio,2590,2335,9.85,"Colour:Blue, Fabric:Viscose, Gender:Women, GID_VWWTR24345009, GroupID:VWWTR24345009, Print:Solid, StyleID:VWWTR2434500902","ALL COLLECTIONS, Bottom wear, Bottomwear veronica, Casual Essentials, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Mystic Blue, Natural Fabrics, Rock & Ros̩, trousers, Viscose Collection",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB2_584e5905-9abd-44cd-9af4-13cabb173c35_1600x.jpg?v=1739271628,D:\flickd\data_preprocessing\catalog_images.csv\15286.jpg
15288,Sophia|Trucotton Rough Edged Olive Pant,"Designed for structure and ease, this flared denim features a subtly distressed hem and a high-waisted fit for a flattering silhouette. Crafted from pure cotton for a refined yet relaxed finish.",Trouser,virgio,2590,1555,39.96,"Colour:Olive, Fabric:Cotton, Gender:Women, GID_VWWJE24345008, GroupID:VWWJE24345008, Print:Solid, StyleID:VWWJE2434500801","ALL COLLECTIONS, Bottomwear veronica, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Natural Fabrics, Rock & Ros̩, Snug Season, trousers",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25_nov_virgio1067_1600x.jpg?v=1739445919,D:\flickd\data_preprocessing\catalog_images.csv\15288.jpg
15290,Lily|Truviscose Floral Front Knotted Top,"A sophisticated front-knotted blouse with voluminous puff sleeves and a delicate keyhole detail. Crafted from luxurious viscose for a soft, airy feel and a timeless, enduring elegance.",Top,virgio,1790,1075,39.94,"Colour:Off White, Fabric:Viscose, Gender:Women, GID_VWWTO24345005, GroupID:VWWTO24345005, Print:Floral, StyleID:VWWTO2434500501","ALL COLLECTIONS, Casual Essentials, Chasing Butterflies, Date Ready, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Natural Fabrics, Pink Snow, Rock & Ros̩, Santa's Chic List, The Bloom Collective, The Galentines Brunch, Tops, Topwear, Topwear veronica, Viscose Collection, White Bloom",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB1_50f5711e-4c92-45c9-8c94-8a4b35232418_1600x.jpg?v=1739270605,D:\flickd\data_preprocessing\catalog_images.csv\15290.jpg
