product_id,title,description,product_type,product_tags,product_collections,shopify_cdn_url,local_path
15409,viscose black high waist trousers,black smart highwaist fitted pant crafted durable polyesterviscose blend featuring sleek tailored fit throughout functional pocket pant offer modern silhouette built longlasting wear combine style comfort effortlessly,Trouser,"{'Colour': 'Black', 'Print': 'Solid'}","crimson night, midnight sapphire, snug season, the boyfriend's hoodie, work wear",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13th_NOV_2024_Virgio-1778_1600x.jpg?v=1734705540,D:\flickd\data_preprocessing\catalog_images.csv\15409.jpg
15411,waistcoat linen pinstripe regular fit waistcoat,beige pinstripe waistcoat vneck sleeveless design made linencotton blend waistcoat offer regular fit sustainable ecofriendly,Top,"{'Colour': 'Beige', 'Print': 'Striped'}","brunch ready, office to off-duty, snug season, the boyfriend's hoodie, threads of freedom, work wear",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/Worn_at_IIFA_-_PDP_04_1600x.jpg?v=1742395696,D:\flickd\data_preprocessing\catalog_images.csv\15411.jpg
15413,rayon vneck gathered waist midi dress,brown sleeveless waist gathered midi dress vneckline fitandflare silhouette crafted rayontencel blend dress offer style comfort waistgathered design enhances feminine shape,Dress,"{'Colour': 'Brown', 'Print': 'Solid'}","brunch ready, mocha mousse, party wear, vacation vibe",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25_nov_virgio0695_1600x.jpg?v=1742395396,D:\flickd\data_preprocessing\catalog_images.csv\15413.jpg
15415,skirt linen double breasted midi skirt,cream midi skirt straight hemline front slit button detailing designed style practicality skirt made durable linenviscose blend feature functional side pocket zip closure perfect versatile wear skirt combine elegance comfort,Skirt,"{'Colour': 'Cream', 'Print': 'Solid'}","date ready, office to off-duty, snug season, the boyfriend's hoodie, threads of freedom",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13th_NOV_2024_Virgio-1376_512x.jpg?v=1738671248,D:\flickd\data_preprocessing\catalog_images.csv\15415.jpg
15417,top linen waistcoat with princess line detail,olive princess line waistcoat tailored vneck sleeveless design crafted durable linenviscose blend offer regular fit front button closure two side pocket add functionality refined silhouette,Top,"{'Colour': 'Olive', 'Print': 'Solid'}","brunch ready, date ready, office to off-duty, snug season, the boyfriend's hoodie, threads of freedom, work wear",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13th_NOV_2024_Virgio-1426_1600x.jpg?v=1734705134,D:\flickd\data_preprocessing\catalog_images.csv\15417.jpg
15419,blue square neck layer top,blue layer top square neck short flared sleeve regular fit crafted rescued poly spandex blend top durable long lasting,Top,"{'Colour': 'Blue', 'Print': 'Solid'}","brunch ready, midnight sapphire, mystic blue, office to off-duty, threads of freedom, work wear",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13th_NOV_2024_Virgio-1772_1600x.jpg?v=1734704266,D:\flickd\data_preprocessing\catalog_images.csv\15419.jpg
15421,skirt linen double breasted slit midi skirt,olive midi skirt straight hemline front slit featuring button detailing made durable linenviscose blend skirt designed style functionality side pocket zip closure added convenience,Skirt,"{'Colour': 'Olive', 'Print': 'Solid'}","office to off-duty, snug season, the boyfriend's hoodie, threads of freedom, work wear",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13th_NOV_2024_Virgio-1476_1600x.jpg?v=1738671161,D:\flickd\data_preprocessing\catalog_images.csv\15421.jpg
15422,viscose khakhi high waist trousers,khaki smart highwaist fitted pant crafted durable polyesterviscose blend featuring tailored fit throughout functional pocket pant designed sleek modern silhouette,Trouser,"{'Colour': 'Khaki', 'Print': 'Solid'}","office to off-duty, snug season, the boyfriend's hoodie, work wear",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-1755_512x.jpg?v=1734705027,D:\flickd\data_preprocessing\catalog_images.csv\15422.jpg
15424,pants linen pinstripe straight fit trouser,beige pinstripe trouser straight fit crafted sustainable linencotton blend featuring two functional pocket trouser combine comfort style ecofriendly construction,Trouser,"{'Colour': 'Beige', 'Print': 'Striped'}","office to off-duty, snug season, the boyfriend's hoodie, threads of freedom",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13th_NOV_2024_Virgio-1601_1_512x.jpg?v=1738852550,D:\flickd\data_preprocessing\catalog_images.csv\15424.jpg
15426,linen straight trousers with side pocket,olive straightfit trouser made durable linencotton blend trouser feature classic straight leg design functional pocket ecofriendly sustainable,Trouser,"{'Colour': 'Olive', 'Print': 'Solid'}","office to off-duty, work wear",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-1479_1600x.jpg?v=1737538385,D:\flickd\data_preprocessing\catalog_images.csv\15426.jpg
15428,cotton tapered trousers,olive cottonlinen straight trouser designed button closure front crafted soft sustainable cotton linen blend,Trouser,"{'Colour': 'Olive', 'Print': 'Solid'}","manushi chilar's party go-to's!, threads of freedom, vintage bloom",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1stoctvirgio-00804_512x.jpg?v=1730216136,D:\flickd\data_preprocessing\catalog_images.csv\15428.jpg
15430,puff sleeved smocking top,beige pleated top sweetheart neckline feature short puff sleeve curved hemline button closure front crafted soft sustainable cotton,Top,"{'Colour': 'Beige', 'Print': 'Solid'}","denim x workwear, manushi chilar's party go-to's!, modern muse, posh in polka x linen, vintage bloom, vintage bloom x linen",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep10virgio0075_1600x.jpg?v=1730213179,D:\flickd\data_preprocessing\catalog_images.csv\15430.jpg
15432,cotton puff sleeve top,pink pleated top sweetheart neckline feature short puff sleeve curved hemline button closure front crafted soft sustainable cotton,Top,"{'Colour': 'Pink', 'Print': 'Solid'}","date ready, denim x workwear, kiss & tell, manushi chilar's party go-to's!, pink bloom, pink snow, posh in polka x linen, vintage bloom, vintage bloom x linen",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep10virgio0207_1600x.jpg?v=1744187747,D:\flickd\data_preprocessing\catalog_images.csv\15432.jpg
15435,cotton lace floral dress,olive offwhite tropical printed midi dress lace detail designed square neckline fit flare silhouette crafted sustainable ecofriendly cotton linen blend,Dress,"{'Colour': 'Olive', 'Print': 'Tropical'}","bachelorette season, chasing butterflies, manushi chilar's party go-to's!, party wear, posh in polka x linen, santa's chic list, the bloom collective, threads of freedom, vintage bloom, vintage bloom x linen",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep10virgio00751_1600x.jpg?v=1730215903,D:\flickd\data_preprocessing\catalog_images.csv\15435.jpg
15437,cotton bodycon dress,blue white tropical printed bodycon dress designed square hemline crafted soft sustainable linen cotton blend,Dress,"{'Colour': 'Blue', 'Print': 'Tropical'}","bachelorette season, chasing butterflies, date ready, manushi chilar's party go-to's!, midnight sapphire, mystic blue, posh in polka x linen, the bloom collective, the date, threads of freedom, vintage bloom x linen",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep10virgio0424_1600x.jpg?v=1730213547,D:\flickd\data_preprocessing\catalog_images.csv\15437.jpg
15440,cotton tie-at-front top,blue white floral printed top peter pan collar tie front feature short puff sleeve straight hemline crafted soft sustainable cotton,Top,"{'Colour': 'Blue', 'Print': 'Floral'}","bachelorette season, chasing butterflies, date ready, denim x workwear, manushi chilar's party go-to's!, midnight sapphire, mystic blue, posh in polka x linen, the bloom collective, threads of freedom, vintage bloom x linen",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep10virgio0691_1600x.jpg?v=1730215261,D:\flickd\data_preprocessing\catalog_images.csv\15440.jpg
15442,cotton linen bodycon dress,beige bodycon dress designed square hemline crafted soft sustainable linen cotton blend,Dress,"{'Colour': 'Beige', 'Print': 'Solid'}","manushi chilar's party go-to's!, vintage bloom, vintage bloom x linen",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1stoctvirgio-000210_1600x.jpg?v=1730213734,D:\flickd\data_preprocessing\catalog_images.csv\15442.jpg
15444,cotton vest and skirt set,beige coord set featuring tiefront vest skirt ruching drawstring top feature vneckline aline fit kneelength sheath skirt made luxurious sustainable cotton linen blend,Co-Ord,"{'Colour': 'Beige', 'Print': 'Solid'}","bachelorette season, date ready, manushi chilar's party go-to's!, santa's chic list, threads of freedom, vintage bloom",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep10virgio1363_1600x.jpg?v=1730214947,D:\flickd\data_preprocessing\catalog_images.csv\15444.jpg
15446,cotton floral co-ord set,blue offwhite floral printed coord set featuring tiefront vest skirt ruching drawstring top feature vneckline aline fit kneelength sheath skirt made luxurious sustainable cotton linen blend,Co-Ord,"{'Colour': 'Blue', 'Print': 'Floral'}","bachelorette season, date ready, manushi chilar's party go-to's!, midnight sapphire, mystic blue, the bloom collective, threads of freedom",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep10virgio1286_87d43e24-741a-41eb-aad2-6e3371a53285_1600x.jpg?v=1730214673,D:\flickd\data_preprocessing\catalog_images.csv\15446.jpg
15449,linen sleeveless top,olive sleeveless top crochet feature high mandarin collar designed fit flare silhouette crafted luxurious yet sustainable linen,Top,"{'Colour': 'Olive', 'Print': 'Solid'}","manushi chilar's party go-to's!, posh in polka x linen, threads of freedom, vintage bloom, vintage bloom x linen",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1stoctvirgio-02362_1600x.jpg?v=1730210566,D:\flickd\data_preprocessing\catalog_images.csv\15449.jpg
15451,linen printed midi dress,blue floral printed midi dress lace dress fitted bodice flared skirt fit flare silhouette crafted luxurious sustainable linen,Dress,"{'Colour': 'Blue', 'Print': 'Solid'}","brunch ready, date ready, manushi chilar's party go-to's!, midnight sapphire, mystic blue, threads of freedom, vacation vibe",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13th_NOV_2024_Virgio-0633_1600x.jpg?v=1732017132,D:\flickd\data_preprocessing\catalog_images.csv\15451.jpg
15453,cotton boxy shirt,olive boxy shirt collar button closure pocket front feature regular fit short wide sleeve crafted airy sustainable cotton fabric lace trim curved hem,Shirt,"{'Colour': 'Olive', 'Print': 'Solid'}","manushi chilar's party go-to's!, street luxe, the classic edit, threads of freedom, vintage bloom, vintage bloom x linen",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1stoctvirgio-00684_0fb130b2-6601-448d-a8fe-9cb26b42bd3e_1600x.jpg?v=1730286675,D:\flickd\data_preprocessing\catalog_images.csv\15453.jpg
15458,top cotton linen tie-front vest,beige tiefront vest designed vneckline aline fit made luxurious sustainable cotton linen blend,Top,"{'Colour': 'Beige', 'Print': 'Solid'}","date ready, denim x workwear, manushi chilar's party go-to's!, posh in polka x linen, threads of freedom, vintage bloom, vintage bloom x linen",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep10virgio0021.jpg?v=1730214819&quality=60&width=512,D:\flickd\data_preprocessing\catalog_images.csv\15458.jpg
15460,skirt cotton drawstring skirt,beige ruching skirt drawstring kneelength sheath skirt crafted luxe sustainable linen,Skirt,"{'Colour': 'Beige', 'Print': 'Solid'}","date ready, manushi chilar's party go-to's!, posh in polka x linen, threads of freedom, vintage bloom, vintage bloom x linen",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep10virgio0029_1600x.jpg?v=1730214857,D:\flickd\data_preprocessing\catalog_images.csv\15460.jpg
15463,skirt cotton scallop mini skirt,olive scallop mini skirt aline skirt featuring pocket crafted soft sustainable cotton,Skirt,"{'Colour': 'Olive', 'Print': 'Solid'}","chasing butterflies, date ready, manushi chilar's party go-to's!, posh in polka x linen, the bloom collective, threads of freedom, vintage bloom, vintage bloom x linen",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4_VWWSK2438000702_fe351196-b6ad-48b4-8ad1-e2a117b81e6e_1600x.jpg?v=1745851428,D:\flickd\data_preprocessing\catalog_images.csv\15463.jpg
15465,top cotton tie-front vest,blue white floral printed tiefront vest designed vneckline aline fit made luxurious sustainable cotton linen blend,Top,"{'Colour': 'Blue', 'Print': 'Floral'}","date ready, manushi chilar's party go-to's!, midnight sapphire, mystic blue, posh in polka x linen, the bloom collective, threads of freedom, vintage bloom x linen",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep10virgio1290_1600x.jpg?v=1730214430,D:\flickd\data_preprocessing\catalog_images.csv\15465.jpg
15470,cotton printed co-ord set,coord set feature pink white floral printed top chelsea collar tie front scalloped hem skirt top feature short puff sleeve crafted soft sustainable cotton,Co-Ord,"{'Colour': 'Pink', 'Print': 'Solid'}","bachelorette season, chasing butterflies, date ready, kiss & tell, manushi chilar's party go-to's!, pink bloom, pink snow, the bloom collective, vintage bloom",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1_VWWCO2438000601_b139ddb5-82a6-484f-b896-8588ac45c5af_1600x.jpg?v=1745851428,D:\flickd\data_preprocessing\catalog_images.csv\15470.jpg
15472,cotton printed boxy shirt,leaf green tropical printed boxy shirt collar button closure pocket front feature regular fit short wide sleeve crafted airy sustainable cotton fabric lace trim curved hem,Shirt,"{'Colour': 'Olive', 'Print': 'Tropical'}","chasing butterflies, date ready, manushi chilar's party go-to's!, posh in polka x linen, street luxe, the bloom collective, the classic edit, threads of freedom, vintage bloom, vintage bloom x linen",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep10virgio1136_36b141a5-95d2-4b78-93aa-2c77f597f476_1600x.jpg?v=1730286290,D:\flickd\data_preprocessing\catalog_images.csv\15472.jpg
15475,cotton regular boxy shirt,beige boxy shirt collar button closure pocket front feature regular fit short wide sleeve crafted airy sustainable cotton fabric lace trim curved hem,Shirt,"{'Colour': 'Beige', 'Print': 'Solid'}","manushi chilar's party go-to's!, posh in polka x linen, street luxe, the classic edit, threads of freedom, vintage bloom, vintage bloom x linen",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1stoctvirgio-01183_1600x.jpg?v=1730209436,D:\flickd\data_preprocessing\catalog_images.csv\15475.jpg
15477,scallop cotton midi dress,pink white printed scallop midi dress designed square neckline fit flare silhouette made soft sustainable cotton,Dress,"{'Colour': 'Pink', 'Print': 'Floral'}","bachelorette season, chasing butterflies, date ready, kiss & tell, manushi chilar's party go-to's!, party wear, pink bloom, pink snow, posh in polka x linen, the bloom collective, the date, vacation vibe, vintage bloom, vintage bloom x linen",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep10virgio00321_1600x.jpg?v=1730214217,D:\flickd\data_preprocessing\catalog_images.csv\15477.jpg
15480,linen mandarin collar top,beige sleeveless top crochet feature high mandarin collar designed fit flare silhouette crafted luxurious yet sustainable linen,Top,"{'Colour': 'Beige', 'Print': 'Solid'}","manushi chilar's party go-to's!, modern muse, posh in polka x linen, threads of freedom, vintage bloom, vintage bloom x linen",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1stoctvirgio-01563_1600x.jpg?v=1730210617,D:\flickd\data_preprocessing\catalog_images.csv\15480.jpg
15484,cotton scallop co-ord set,olive scallop hem skirt scallop top coord set sleeveless top feature square neckline mini skirt designed pocket crafted soft sustainable cotton,Co-Ord,"{'Colour': 'Olive', 'Print': 'Solid'}","bachelorette season, chasing butterflies, date ready, manushi chilar's party go-to's!, santa's chic list, the bloom collective, threads of freedom, vintage bloom",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4_VWWCO2438000902_0b68bdfb-caa2-4bcd-b4ad-4e91efbc758b_1600x.jpg?v=1745851428,D:\flickd\data_preprocessing\catalog_images.csv\15484.jpg
15487,skirt cotton scallop hem skirt,pink scallop hem mini skirt pocket paired sleeveless squareneck top made soft sustainable cotton,Skirt,"{'Colour': 'Pink', 'Print': 'Solid'}","chasing butterflies, date ready, kiss & tell, manushi chilar's party go-to's!, pink bloom, pink snow, posh in polka x linen, the bloom collective, vintage bloom, vintage bloom x linen",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/5_VWWSK2438000701_78c04790-58b8-4724-9b7f-63ca1818ea9a_1600x.jpg?v=1745851427,D:\flickd\data_preprocessing\catalog_images.csv\15487.jpg
15489,skirt cotton ruching skirt,blue white floral printed ruching skirt drawstring knee length sheath skirt crafted luxe sustainable linen,Skirt,"{'Colour': 'Blue', 'Print': 'Floral'}","date ready, manushi chilar's party go-to's!, midnight sapphire, mystic blue, posh in polka x linen, the bloom collective, threads of freedom, vintage bloom x linen",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep_10_virgio1322_1600x.jpg?v=1730569930,D:\flickd\data_preprocessing\catalog_images.csv\15489.jpg
15492,cotton linen trouser,pink cottonlinen straight trouser designed button closure front crafted soft sustainable cotton linen blend,Trouser,"{'Colour': 'Pink', 'Print': 'Solid'}","date ready, kiss & tell, manushi chilar's party go-to's!, pink bloom, pink snow, snug season, vintage bloom",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1stoctvirgio-00286_1600x.jpg?v=1730215994,D:\flickd\data_preprocessing\catalog_images.csv\15492.jpg
15495,cotton scallop midi dress,blue scallop midi dress designed square neckline fit flare silhouette made soft sustainable cotton,Dress,"{'Colour': 'Blue', 'Print': 'Solid'}","bachelorette season, date ready, manushi chilar's party go-to's!, midnight sapphire, mystic blue, posh in polka x linen, threads of freedom, vintage bloom x linen",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1stoctvirgio-05741_1600x.jpg?v=1730214150,D:\flickd\data_preprocessing\catalog_images.csv\15495.jpg
15500,top linen scallop printed top,olive printed scallop top square neckline aline fit crafted luxurious yet sustainable linen,Top,"{'Colour': 'Olive', 'Print': 'Floral'}","chasing butterflies, date ready, denim x workwear, manushi chilar's party go-to's!, posh in polka x linen, the bloom collective, the galentines brunch, threads of freedom, vintage bloom, vintage bloom x linen",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/5_VWWTO2438000902_99f985ec-a478-4c1f-aa7b-efc5d21a9894.jpg?v=1745851427&quality=60&width=512,D:\flickd\data_preprocessing\catalog_images.csv\15500.jpg
15503,linen floral high neck top,blue offwhite printed high neck top top feature aline fit straight hemline made soft sustainable cotton linen blend,Top,"{'Colour': 'Blue', 'Print': 'Floral'}","chasing butterflies, date ready, denim x workwear, manushi chilar's party go-to's!, midnight sapphire, mystic blue, posh in polka x linen, the bloom collective, threads of freedom, vintage bloom x linen",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep10virgio1178_1600x.jpg?v=1730215525,D:\flickd\data_preprocessing\catalog_images.csv\15503.jpg
15505,linen scallop top,blue scallop top square neckline aline fit crafted luxurious yet sustainable linen,Top,"{'Colour': 'Blue', 'Print': 'Solid'}","date ready, denim x workwear, manushi chilar's party go-to's!, midnight sapphire, mystic blue, posh in polka x linen, threads of freedom, vintage bloom x linen",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep10virgio1224_1600x.jpg?v=1730210841,D:\flickd\data_preprocessing\catalog_images.csv\15505.jpg
15510,viscose tiered dress,black tiered dress designed elasticated back strap feature square neckline short puff sleeve pocket crafted crushed viscose boasting high quality,Dress,"{'Colour': 'Black', 'Print': 'Solid'}","crimson night, manushi chilar's party go-to's!, midnight sapphire, posh + smocking, posh in polka x linen, vintage bloom x linen, work wear",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1stoctvirgio-04941_1600x.jpg?v=1730796754,D:\flickd\data_preprocessing\catalog_images.csv\15510.jpg
15513,viscose back detail dress,blue tiered dress designed elasticated back strap feature square neckline short puff sleeve pocket crafted crushed viscose boasting high quality,Dress,"{'Colour': 'Blue', 'Print': 'Solid'}","bachelorette season, brunch ready, date ready, manushi chilar's party go-to's!, midnight sapphire, mystic blue, posh in polka x linen, threads of freedom, vacation vibe, vintage bloom, vintage bloom x linen",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1stoctvirgio-05331_1600x.jpg?v=1730796634,D:\flickd\data_preprocessing\catalog_images.csv\15513.jpg
15518,cotton striped shirt dress,white blue striped mini shirt dress tiered design feature short cap sleeve crafted cotton sustainable ecofriendly choice,Dress,"{'Colour': 'Blue', 'Print': 'Striped'}","manushi chilar's party go-to's!, midnight sapphire, mystic blue, office to off-duty, stripe club x elevated essentials, threads of freedom, work wear",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1stoctvirgio-06561_1600x.jpg?v=1730797082,D:\flickd\data_preprocessing\catalog_images.csv\15518.jpg
15521,viscose floral print dress,white floral fit flare dress feature vneckline crafted crushed viscose boast high quality dress durable choice,Dress,"{'Colour': 'Black', 'Print': 'Floral'}","autumn pop, brunch ready, chasing butterflies, crimson night, date ready, manushi chilar's party go-to's!, midnight sapphire, the bloom collective, the galentines brunch, the vacation shop, vacation vibe, vintage bloom",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1stoctvirgio-02811_1600x.jpg?v=1730797425,D:\flickd\data_preprocessing\catalog_images.csv\15521.jpg
15523,viscose strappy dress,white floral printed strappy midi dress feature tie front designed sweetheart neckline dress crafted crushed viscose boast high quality,Dress,"{'Colour': 'White', 'Print': 'Floral'}","autumn pop, brunch ready, manushi chilar's party go-to's!, pink snow, the bloom collective, threads of freedom, vintage bloom, white bloom",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1stoctvirgio-01851_1600x.jpg?v=1744187258,D:\flickd\data_preprocessing\catalog_images.csv\15523.jpg
15525,viscose bermuda shorts with contrast waistband,kneelength navy short offer straight silhouette contrast waistband detail pocket clean zip button closure crafted rescued polyesterviscose blend,Shorts,"{'Colour': 'Navy', 'Print': 'Solid'}","manushi chilar's party go-to's!, office to off-duty, stripe club x elevated essentials, work wear",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/30_sep_virgio0608_1600x.jpg?v=1728900860,D:\flickd\data_preprocessing\catalog_images.csv\15525.jpg
15528,truviscose beige midi shirt dress with belt,structured aline midi fit beige shirt dress feature belt cuffed long sleeve pocket made viscose breathable durable endlessly wearable,Dress,"{'Colour': 'Beige', 'Print': 'Solid'}","manushi chilar's party go-to's!, mocha mousse, office to off-duty, snug season, stripe club x elevated essentials, work, work wear",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/virgio_part220986_1600x.jpg?v=1728901883,D:\flickd\data_preprocessing\catalog_images.csv\15528.jpg
15533,tru cotton black belted midi dress,midi dress cinched waist belt feature round neckline made cotton offer breathable elegance biodegradable form,Dress,"{'Colour': 'Black', 'Print': 'Solid'}","crimson night, deep black, manushi chilar's party go-to's!, midnight sapphire, office to off-duty, party wear, santa's chic list, stripe club x elevated essentials, work, work wear",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/virgio_part220919_1600x.jpg?v=1728468140,D:\flickd\data_preprocessing\catalog_images.csv\15533.jpg
15536,trucotton long sleeve formal shirt,white formal shirt designed regular fit feature full sleeve curved hemline made cotton sustainable biodegradable choice,Shirt,"{'Colour': 'White', 'Print': 'Solid'}","manushi chilar's party go-to's!, office to off-duty, pink snow, the classic edit, threads of freedom, white bloom, work, work wear",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13th_NOV_2024_Virgio-1664.jpg?v=1732015599&quality=60&width=512,D:\flickd\data_preprocessing\catalog_images.csv\15536.jpg
15538,viscose pencil midi skirt with side ruching,black ruched front pencil midi skirt sleek fit feature slit hook eye zipper closure made rescued polyester viscose blend,Skirt,"{'Colour': 'Black', 'Print': 'Solid'}","crimson night, deep black, manushi chilar's party go-to's!, midnight sapphire, office to off-duty, party wear, stripe club x elevated essentials, work, work wear",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/30_sep_virgio1588.jpg?v=1728900500&quality=60&width=512,D:\flickd\data_preprocessing\catalog_images.csv\15538.jpg
15541,viscose checked straight fit pant,straightfit checked trouser tailored shifted waistband zip hook closure made rescued polyesterviscose blend,Trouser,"{'Colour': 'Black', 'Print': 'Checks'}","crimson night, manushi chilar's party go-to's!, midnight sapphire, office to off-duty, snug season, stripe club x elevated essentials, work, work wear",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/30_sep_virgio1298_512x.jpg?v=1728902415,D:\flickd\data_preprocessing\catalog_images.csv\15541.jpg
15543,viscose navy pleated flare pant with tie-up waist,relaxed flared fit give flow navy pant featuring unique tieup waist pleat zipper hook closure made rescued polyesterviscose blend,Trouser,"{'Colour': 'Navy', 'Print': 'Solid'}","manushi chilar's party go-to's!, office to off-duty, snug season, stripe club x elevated essentials, work wear",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/virgio_part220157_512x.jpg?v=1728902605,D:\flickd\data_preprocessing\catalog_images.csv\15543.jpg
15545,cotton a-line midi dress,blue aline midi dress feature pocket designed square neckline made cotton poplin dress sustainable biodegradable,Dress,"{'Colour': 'Blue', 'Print': 'Solid'}","bachelorette season, midnight sapphire, mystic blue, threads of freedom, vintage bloom, vintage bloom x linen, work wear",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/virgio_part222062_1600x.jpg?v=1728468311,D:\flickd\data_preprocessing\catalog_images.csv\15545.jpg
15547,viscose grey flared pant with pleats,fulllength flared silhouette grey pant feature elegant pleat side pocket structured waistband button zipper fastening crafted rescued polyester viscose blend,Trouser,"{'Colour': 'Grey', 'Print': 'Solid'}","manushi chilar's party go-to's!, office to off-duty, snug season, stripe club x elevated essentials, work wear",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1stoctvirgio-0690.jpg?v=1729247450&quality=60&width=512,D:\flickd\data_preprocessing\catalog_images.csv\15547.jpg
15550,viscose brown pleated pant,fulllength cut wideleg silhouettethese brown trouser feature pleat side pocket hook button zip closure made rescued polyesterviscose blend,Trouser,"{'Colour': 'Brown', 'Print': 'Stripes'}","manushi chilar's party go-to's!, mocha mousse, office to off-duty, snug season, stripe club x elevated essentials, work, work wear",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/virgiopart220442_1600x.jpg?v=1728541314,D:\flickd\data_preprocessing\catalog_images.csv\15550.jpg
15552,rescued georgette polka top with tie-up at neck,black neck tieup detail blouse gorgeous designit feature regular fit vneckline also feature full regular sleeve made rescued polyester georgette blend,Top,"{'Colour': 'Black', 'Print': 'Printed'}","crimson night, manushi chilar's party go-to's!, midnight sapphire, office to off-duty, party staple tops, santa's chic list, stripe club x elevated essentials, work wear",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/virgio_part220675_512x.jpg?v=1728466066,D:\flickd\data_preprocessing\catalog_images.csv\15552.jpg
15555,viscose grey checked mini skirt,fitted minimal grey mini skirt feature clean zip hook closure made rescued polyesterviscose blend timeless versatility,Skirt,"{'Colour': 'Grey', 'Print': 'Checks'}","manushi chilar's party go-to's!, office to off-duty, stripe club x elevated essentials, work, work wear",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1stoctvirgio-0214.jpg?v=1728549910&quality=60&width=512,D:\flickd\data_preprocessing\catalog_images.csv\15555.jpg
15557,trucotton high neck top with full sleeve,black high neck fitted top sleek look feature full sleeve fitted throughout made cotton top sustainable biodegradable,Top,"{'Colour': 'Black', 'Print': 'Solid'}","crimson night, denim x workwear, manushi chilar's party go-to's!, midnight sapphire, office to off-duty, party staple tops, party wear, snug season, stripe club x elevated essentials, work wear",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/virgio_part221044_1600x.jpg?v=1728888653,D:\flickd\data_preprocessing\catalog_images.csv\15557.jpg
15559,rescued satin printed accordian midi skirt,printed pleated white midi skirt feature flared silhouette printed detail finished straight hem crafted rescued polyestersatin sustainable flair,Skirt,"{'Colour': 'White', 'Print': 'Floral'}","office to off-duty, pink snow, threads of freedom, vintage bloom x linen, white bloom",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1stoctvirgio-0345_1600x.jpg?v=1730124108,D:\flickd\data_preprocessing\catalog_images.csv\15559.jpg
